Web Link (opens in new window),URN,LAESTAB,School name,Ofsted phase,Type of education,School open date,Admissions policy,Sixth form,Designated religious character,Religious ethos,Faith grouping,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Multi-academy trust UID,Multi-academy trust name,Academy sponsor UID,Academy sponsor name,The income deprivation affecting children index (IDACI) quintile,Total number of pupils,Statutory lowest age,Statutory highest age,Inspection number of latest full inspection,Inspection type,Inspection type grouping,Event type grouping,Inspection start date,Publication date,Does the latest full inspection relate to the URN of the current school?,URN at time of latest full inspection,LAESTAB at time of latest full inspection,School name at time of latest full inspection,School type at time of latest full inspection,Category of concern,Safeguarding standards,Safeguarding standards - date of judgement,Inclusion,Inclusion - date of judgement,Curriculum and teaching,Curriculum and teaching - date of judgement,Achievement,Achievement - date of judgement,Attendance and behaviour,Attendance and behaviour - date of judgement,Personal development and wellbeing,Personal development and wellbeing - date of judgement,Early years (where applicable),Early years - date of judgement,Post-16 provision (where applicable),Post-16 provision - date of judgement,Leadership and governance,Leadership and governance - date of judgement,Inspection number of latest OEIF graded inspection,Inspection type of latest OEIF graded inspection,Inspection type grouping of latest OEIF graded inspection,Event type grouping of latest OEIF graded inspection,Inspection start date of latest OEIF graded inspection,Publication date of latest OEIF graded inspection,Does the latest OEIF graded inspection relate to the URN of the current school?,URN at time of latest OEIF graded inspection,LAESTAB at time of latest OEIF graded inspection,School name at time of latest OEIF graded inspection,School type at time of latest OEIF graded inspection,Latest OEIF category of concern,Latest OEIF overall effectiveness,Latest OEIF quality of education,Latest OEIF behaviour and attitudes,Latest OEIF personal development,Latest OEIF effectiveness of leadership and management,Latest OEIF  safeguarding is effective?,Latest OEIF early years provision (where applicable),Latest OEIF sixth form provision (where applicable),Latest ungraded inspection number,Date of latest ungraded inspection,Ungraded inspection publication date,Does the ungraded inspection relate to the URN of the current school?,URN at time of the ungraded inspection,LAESTAB at time of the ungraded inspection,School name at time of the ungraded inspection,School type at time of the ungraded inspection,Ungraded inspection overall outcome,Most recent category of concern
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107870,107870,3832390,Wigton Moor Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 8RU,NULL,NULL,NULL,NULL,1,419,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10289950,S5 Inspection,S5 Inspection,Schools - S5,04/10/2023,15/11/2023,Yes,107870,3832390,Wigton Moor Primary School,Community School,,1,1,1,1,1,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107873,107873,3832397,Ninelands Primary School,Primary,Foundation School,NULL,Not applicable,Does not have a sixth form,None,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS25 1NT,NULL,NULL,NULL,NULL,2,443,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10241878,18/05/2023,12/07/2023,Yes,107873,3832397,Ninelands Primary School,Foundation School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107874,107874,3832398,Broadgate Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS18 5AF,NULL,NULL,NULL,NULL,3,437,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10313210,22/05/2024,30/06/2024,Yes,107874,3832398,Broadgate Primary School,Community School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107876,107876,3832400,Deighton Gates Primary School,Primary,Foundation School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Wetherby and Easingwold,LS22 7XL,NULL,NULL,NULL,NULL,1,209,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255841,26/01/2023,19/03/2023,Yes,107876,3832400,Deighton Gates Primary School,Foundation School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107879,107879,3832403,Westgate Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS21 3JS,NULL,NULL,NULL,NULL,1,236,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297226,06/12/2023,24/01/2024,Yes,107879,3832403,Westgate Primary School,Community School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107881,107881,3832405,Otley the Whartons Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Skipton and Ripon,LS21 2BS,NULL,NULL,NULL,NULL,2,189,5,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10240455,10/11/2022,15/01/2023,Yes,107881,3832405,Otley the Whartons Primary School,Community School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107883,107883,3832407,Beecroft Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS4 2TF,NULL,NULL,NULL,NULL,4,335,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255652,S5 Inspection,S5 Inspection,Schools - S5,28/11/2023,28/01/2024,Yes,107883,3832407,Beecroft Primary School,Community School,,1,1,1,1,1,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107884,107884,3832408,Blenheim Primary School,Primary,Foundation School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS2 9EX,NULL,NULL,NULL,NULL,5,468,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10227452,S5 Inspection,S5 Inspection,Schools - S5,22/11/2022,29/01/2023,Yes,107884,3832408,Blenheim Primary School,Foundation School,,1,1,1,1,1,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107885,107885,3832409,Brudenell Primary School,Primary,Foundation School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS6 1EN,NULL,NULL,NULL,NULL,5,261,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10269220,14/09/2023,09/10/2023,Yes,107885,3832409,Brudenell Primary School,Foundation School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107886,107886,3832410,Iveson Primary School,Primary,Foundation School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS16 6LW,NULL,NULL,NULL,NULL,4,394,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346204,23/10/2024,17/11/2024,Yes,107886,3832410,Iveson Primary School,Foundation School,Standards maintained,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107887,107887,3832411,Kirkstall Valley Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS4 2QZ,NULL,NULL,NULL,NULL,5,229,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10212275,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,19/01/2022,16/02/2022,Yes,107887,3832411,Kirkstall Valley Primary School,Community School,,2,2,2,1,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107889,107889,3832413,Quarry Mount Primary School,Primary,Foundation School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS6 2JP,NULL,NULL,NULL,NULL,5,190,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346205,13/11/2024,11/12/2024,Yes,107889,3832413,Quarry Mount Primary School,Foundation School,Standards maintained,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107891,107891,3832415,Rosebank Primary School,Primary,Foundation School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS3 1JP,NULL,NULL,NULL,NULL,5,367,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10241798,S5 Inspection,S5 Inspection,Schools - S5,13/12/2022,05/02/2023,Yes,107891,3832415,Rosebank Primary School,Foundation School,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107892,107892,3832416,Adel Primary School,Primary,Community School,NULL,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS16 8DY,NULL,NULL,NULL,NULL,1,232,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10211183,26/01/2022,09/03/2022,Yes,107892,3832416,Adel Primary School,Community School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107893,107893,3832417,Hawksworth Wood Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS5 3QE,NULL,NULL,NULL,NULL,5,315,5,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10379332,S5 Inspection,S5 Inspection,Schools - S5,10/06/2025,14/07/2025,Yes,107893,3832417,Hawksworth Wood Primary School,Community School,,Not judged,2,2,2,2,Yes,2,9,10121858,04/03/2020,17/03/2020,Yes,107893,3832417,Hawksworth Wood Primary School,Community School,School remains Good,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107894,107894,3832418,Cookridge Primary School,Primary,Foundation School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS16 7DH,NULL,NULL,NULL,NULL,3,318,5,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10289951,08/11/2023,12/12/2023,Yes,107894,3832418,Cookridge Primary School,Foundation School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107896,107896,3832420,Ireland Wood Primary School,Primary,Foundation School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS16 6BW,NULL,NULL,NULL,NULL,3,406,5,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10211310,24/11/2022,30/01/2023,Yes,107896,3832420,Ireland Wood Primary School,Foundation School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107897,107897,3832421,Weetwood Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS16 5NW,NULL,NULL,NULL,NULL,1,260,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10211184,20/07/2022,27/09/2022,Yes,107897,3832421,Weetwood Primary School,Community School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107901,107901,3832425,Bankside Primary School,Primary,Foundation School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS8 5AW,NULL,NULL,NULL,NULL,5,698,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346206,S5 Inspection,S5 Inspection,Schools - S5,04/02/2025,27/03/2025,Yes,107901,3832425,Bankside Primary School,Foundation School,,Not judged,3,2,3,3,Yes,3,9,10110793,29/01/2020,13/02/2020,Yes,107901,3832425,Bankside Primary School,Foundation School,School remains Good,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107903,107903,3832427,Chapel Allerton Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS7 3PD,NULL,NULL,NULL,NULL,3,468,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297228,09/05/2024,16/06/2024,Yes,107903,3832427,Chapel Allerton Primary School,Community School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107904,107904,3832428,Gledhow Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS8 1PL,NULL,NULL,NULL,NULL,2,674,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10110559,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,25/09/2019,21/10/2019,Yes,107904,3832428,Gledhow Primary School,Community School,,2,2,2,2,2,Yes,2,9,10346207,04/12/2024,16/01/2025,Yes,107904,3832428,Gledhow Primary School,Community School,Standards maintained,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107909,107909,3832433,Bracken Edge Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS7 4HE,NULL,NULL,NULL,NULL,4,416,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255891,22/06/2023,14/09/2023,Yes,107909,3832433,Bracken Edge Primary School,Community School,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107910,107910,3832434,Kerr Mackie Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS8 1NE,NULL,NULL,NULL,NULL,3,450,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10227328,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,11/05/2022,05/07/2022,Yes,107910,3832434,Kerr Mackie Primary School,Community School,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107912,107912,3832436,Alwoodley Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 5HX,NULL,NULL,NULL,NULL,3,485,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10340032,S5 Inspection,S5 Inspection,Schools - S5,23/04/2024,09/06/2024,Yes,107912,3832436,Alwoodley Primary School,Community School,,2,2,1,1,1,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107914,107914,3832438,Highfield Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 8DJ,NULL,NULL,NULL,NULL,1,421,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297229,S5 Inspection,S5 Inspection,Schools - S5,20/03/2024,14/05/2024,Yes,107914,3832438,Highfield Primary School,Community School,,1,1,1,1,1,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107915,107915,3832439,Moor Allerton Hall Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 6QP,NULL,NULL,NULL,NULL,3,568,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346208,S5 Inspection,S5 Inspection,Schools - S5,28/01/2025,12/03/2025,Yes,107915,3832439,Moor Allerton Hall Primary School,Community School,,Not judged,3,2,2,3,Yes,3,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/107916,107916,3832440,Moortown Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 6DR,NULL,NULL,NULL,NULL,1,211,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297230,S5 Inspection,S5 Inspection,Schools - S5,19/03/2024,30/04/2024,Yes,107916,3832440,Moortown Primary School,Community School,,1,1,1,1,1,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
